cell_id,true_state,true_branch,true_pseudotime,spatial_x,spatial_y,true_spatial_domain
CELL_0279,transition_state,transition,0.2884,0.1776,0.0888,left_progenitor_region
CELL_0293,transition_state,transition,0.3256,0.609,-0.075,left_progenitor_region
CELL_0400,transition_state,transition,0.5452,0.8097,0.2581,transition_ring_region
CELL_0122,root_progenitor,root,0.1147,-0.2793,-0.1147,left_progenitor_region
CELL_0183,root_progenitor,root,0.1837,-0.2942,-0.2094,left_progenitor_region
CELL_0202,root_progenitor,root,0.1858,0.1178,-0.1334,left_progenitor_region
CELL_0438,branch_a_terminal,branch_a,0.5431,2.3447,0.4772,upper_terminal_region
CELL_0246,transition_state,transition,0.2576,0.4864,-0.1244,left_progenitor_region
CELL_0415,transition_state,transition,0.5432,0.9889,0.3034,central_transition_region
CELL_0795,branch_b_terminal,branch_b,0.7785,2.8758,-1.3082,lower_terminal_region
CELL_0129,root_progenitor,root,0.1039,0.0016,0.6494,left_progenitor_region
CELL_0637,branch_a_terminal,branch_a,0.9321,2.7806,1.719,upper_terminal_region
CELL_0402,transition_state,transition,0.5464,0.6574,0.1048,left_progenitor_region
CELL_0706,branch_b_terminal,branch_b,0.6047,2.6041,-0.8959,lower_terminal_region
CELL_0694,branch_b_terminal,branch_b,0.595,2.5032,-1.2085,lower_terminal_region
CELL_0817,branch_b_terminal,branch_b,0.8411,2.8155,-1.0526,lower_terminal_region
CELL_0219,root_progenitor,root,0.1896,0.3031,-0.0809,left_progenitor_region
CELL_0641,branch_a_terminal,branch_a,0.9708,2.8902,1.0201,upper_terminal_region
CELL_0819,branch_b_terminal,branch_b,0.8515,2.9962,-1.151,lower_terminal_region
CELL_0677,branch_b_terminal,branch_b,0.5342,2.382,-1.0378,lower_terminal_region
CELL_0822,branch_b_terminal,branch_b,0.8795,2.9257,-1.4166,lower_terminal_region
CELL_0624,branch_a_terminal,branch_a,0.9416,2.9776,1.4995,upper_terminal_region
CELL_0753,branch_b_terminal,branch_b,0.6906,2.5775,-1.1069,lower_terminal_region
CELL_0685,branch_b_terminal,branch_b,0.5691,2.3354,-1.0718,lower_terminal_region
CELL_0386,transition_state,transition,0.4924,0.6924,0.15,left_progenitor_region
CELL_0872,branch_b_terminal,branch_b,0.9285,3.3322,-1.4241,lower_terminal_region
CELL_0509,branch_a_terminal,branch_a,0.6846,2.3608,0.9707,upper_terminal_region
CELL_0267,transition_state,transition,0.291,0.3084,0.2741,left_progenitor_region
CELL_0754,branch_b_terminal,branch_b,0.6975,2.0601,-1.1534,transition_ring_region
CELL_0441,branch_a_terminal,branch_a,0.5114,2.1724,0.7461,transition_ring_region
CELL_0496,branch_a_terminal,branch_a,0.666,2.5725,0.9219,upper_terminal_region
CELL_0112,root_progenitor,root,0.0934,-0.0857,-0.3692,left_progenitor_region
CELL_0232,transition_state,transition,0.2104,0.1188,0.0578,left_progenitor_region
CELL_0780,branch_b_terminal,branch_b,0.7549,2.4089,-1.395,lower_terminal_region
CELL_0607,branch_a_terminal,branch_a,0.914,2.7978,1.0053,upper_terminal_region
CELL_0671,branch_b_terminal,branch_b,0.5312,1.8899,-0.6083,transition_ring_region
CELL_0373,transition_state,transition,0.4615,1.1346,0.3603,central_transition_region
CELL_0881,branch_b_terminal,branch_b,0.9597,3.0418,-1.7253,lower_terminal_region
CELL_0757,branch_b_terminal,branch_b,0.7037,2.7702,-0.7843,lower_terminal_region
CELL_0233,transition_state,transition,0.2031,0.5288,-0.0863,left_progenitor_region
CELL_0707,branch_b_terminal,branch_b,0.5593,2.3297,-0.7657,lower_terminal_region
CELL_0676,branch_b_terminal,branch_b,0.538,2.3187,-1.2833,lower_terminal_region
CELL_0317,transition_state,transition,0.3834,0.3272,0.2944,left_progenitor_region
CELL_0648,branch_a_terminal,branch_a,0.9819,3.3418,1.2323,upper_terminal_region
CELL_0410,transition_state,transition,0.5287,1.023,-0.2003,central_transition_region
CELL_0873,branch_b_terminal,branch_b,0.9462,3.4096,-1.522,lower_terminal_region
CELL_0358,transition_state,transition,0.4581,0.6983,0.0074,left_progenitor_region
CELL_0258,transition_state,transition,0.2531,0.1725,-0.0176,left_progenitor_region
CELL_0627,branch_a_terminal,branch_a,0.9127,3.2459,0.7594,upper_terminal_region
CELL_0632,branch_a_terminal,branch_a,0.9433,3.0643,1.1765,upper_terminal_region
CELL_0282,transition_state,transition,0.2748,0.4796,0.1264,left_progenitor_region
CELL_0376,transition_state,transition,0.4683,0.6815,-0.1996,left_progenitor_region
CELL_0384,transition_state,transition,0.4605,0.8011,-0.0282,central_transition_region
CELL_0224,transition_state,transition,0.2058,0.2034,-0.0093,left_progenitor_region
CELL_0854,branch_b_terminal,branch_b,0.9109,3.1694,-1.6325,lower_terminal_region
CELL_0736,branch_b_terminal,branch_b,0.6516,2.4106,-0.6588,lower_terminal_region
CELL_0472,branch_a_terminal,branch_a,0.5987,2.2546,1.1696,upper_terminal_region
CELL_0347,transition_state,transition,0.4203,0.6489,0.0158,left_progenitor_region
CELL_0505,branch_a_terminal,branch_a,0.7125,2.5496,0.7491,upper_terminal_region
CELL_0639,branch_a_terminal,branch_a,0.9837,3.0288,1.3153,upper_terminal_region
CELL_0887,branch_b_terminal,branch_b,0.9815,3.1113,-1.3991,lower_terminal_region
CELL_0849,branch_b_terminal,branch_b,0.8862,2.5668,-1.1216,lower_terminal_region
CELL_0810,branch_b_terminal,branch_b,0.8153,2.7506,-0.8665,lower_terminal_region
CELL_0619,branch_a_terminal,branch_a,0.9217,2.9377,1.1674,upper_terminal_region
CELL_0767,branch_b_terminal,branch_b,0.7168,2.5285,-1.2668,lower_terminal_region
CELL_0645,branch_a_terminal,branch_a,0.9586,3.1201,1.4869,upper_terminal_region
CELL_0760,branch_b_terminal,branch_b,0.7153,2.2015,-1.1291,lower_terminal_region
CELL_0556,branch_a_terminal,branch_a,0.7936,2.4868,1.5316,upper_terminal_region
CELL_0858,branch_b_terminal,branch_b,0.9233,3.0297,-1.1988,lower_terminal_region
CELL_0577,branch_a_terminal,branch_a,0.8434,2.8895,1.1727,upper_terminal_region
CELL_0085,root_progenitor,root,0.0849,-0.5775,0.0136,left_progenitor_region
CELL_0242,transition_state,transition,0.2575,0.2742,0.4121,left_progenitor_region
CELL_0698,branch_b_terminal,branch_b,0.5882,2.8086,-1.0323,lower_terminal_region
CELL_0159,root_progenitor,root,0.1274,-0.5986,-0.1966,left_progenitor_region
CELL_0524,branch_a_terminal,branch_a,0.7119,2.7711,1.035,upper_terminal_region
CELL_0035,root_progenitor,root,0.0489,-0.063,0.0381,left_progenitor_region
CELL_0540,branch_a_terminal,branch_a,0.7694,2.615,1.4496,upper_terminal_region
CELL_0170,root_progenitor,root,0.1454,-0.0177,0.0836,left_progenitor_region
CELL_0654,branch_a_terminal,branch_a,0.9842,3.0792,1.6357,upper_terminal_region
CELL_0877,branch_b_terminal,branch_b,0.9542,3.0951,-1.5485,lower_terminal_region
CELL_0761,branch_b_terminal,branch_b,0.7171,2.8876,-1.1628,lower_terminal_region
CELL_0846,branch_b_terminal,branch_b,0.9313,3.1428,-1.2544,lower_terminal_region
CELL_0733,branch_b_terminal,branch_b,0.6956,2.7542,-1.1209,lower_terminal_region
CELL_0095,root_progenitor,root,0.0651,-0.3705,-0.5834,left_progenitor_region
CELL_0563,branch_a_terminal,branch_a,0.7918,2.9638,0.8693,upper_terminal_region
CELL_0240,transition_state,transition,0.2474,0.4413,0.0205,left_progenitor_region
CELL_0574,branch_a_terminal,branch_a,0.8427,2.8619,1.4562,upper_terminal_region
CELL_0690,branch_b_terminal,branch_b,0.5438,2.4434,-0.813,lower_terminal_region
CELL_0460,branch_a_terminal,branch_a,0.5845,2.5238,0.8461,upper_terminal_region
CELL_0553,branch_a_terminal,branch_a,0.7852,2.484,1.3462,upper_terminal_region
CELL_0786,branch_b_terminal,branch_b,0.7846,2.7917,-1.0601,lower_terminal_region
CELL_0206,root_progenitor,root,0.1755,-0.1013,-0.4842,left_progenitor_region
CELL_0392,transition_state,transition,0.4856,0.6113,-0.1348,left_progenitor_region
CELL_0397,transition_state,transition,0.5327,0.3218,-0.2756,left_progenitor_region
CELL_0762,branch_b_terminal,branch_b,0.6961,2.5516,-0.8174,lower_terminal_region
CELL_0217,root_progenitor,root,0.2182,0.1468,0.0799,left_progenitor_region
CELL_0004,root_progenitor,root,0.0,-0.2133,-0.0718,left_progenitor_region
CELL_0642,branch_a_terminal,branch_a,0.9662,3.0496,1.0887,upper_terminal_region
CELL_0804,branch_b_terminal,branch_b,0.8008,2.9429,-1.2627,lower_terminal_region
CELL_0612,branch_a_terminal,branch_a,0.9001,2.5786,1.4035,upper_terminal_region
CELL_0738,branch_b_terminal,branch_b,0.6541,2.54,-1.121,lower_terminal_region
CELL_0546,branch_a_terminal,branch_a,0.7823,2.5899,1.0604,upper_terminal_region
CELL_0725,branch_b_terminal,branch_b,0.6211,2.4967,-0.8073,lower_terminal_region
CELL_0683,branch_b_terminal,branch_b,0.5519,2.3359,-0.8707,lower_terminal_region
CELL_0098,root_progenitor,root,0.0955,0.2723,0.3319,left_progenitor_region
CELL_0727,branch_b_terminal,branch_b,0.6476,2.1878,-1.4087,central_transition_region
CELL_0573,branch_a_terminal,branch_a,0.839,2.9412,1.2584,upper_terminal_region
CELL_0406,transition_state,transition,0.5748,0.6491,0.0173,left_progenitor_region
CELL_0502,branch_a_terminal,branch_a,0.6781,2.7302,0.878,upper_terminal_region
CELL_0047,root_progenitor,root,0.0463,0.207,-0.0741,left_progenitor_region
CELL_0032,root_progenitor,root,0.0215,-0.2776,-0.1179,left_progenitor_region
CELL_0200,root_progenitor,root,0.1877,-0.1102,0.008,left_progenitor_region
CELL_0134,root_progenitor,root,0.1003,-0.2129,0.1664,left_progenitor_region
CELL_0027,root_progenitor,root,0.0301,0.3933,0.0965,left_progenitor_region
CELL_0788,branch_b_terminal,branch_b,0.7558,2.2565,-1.0914,lower_terminal_region
CELL_0230,transition_state,transition,0.2294,0.3846,0.1895,left_progenitor_region
CELL_0489,branch_a_terminal,branch_a,0.6555,2.4437,0.9425,upper_terminal_region
CELL_0378,transition_state,transition,0.482,0.5858,0.0297,left_progenitor_region
CELL_0288,transition_state,transition,0.3025,0.5918,0.0242,left_progenitor_region
CELL_0418,transition_state,transition,0.5192,0.9182,-0.0077,central_transition_region
CELL_0674,branch_b_terminal,branch_b,0.5306,2.1564,-0.5628,transition_ring_region
CELL_0391,transition_state,transition,0.5242,0.8619,-0.0205,central_transition_region
CELL_0592,branch_a_terminal,branch_a,0.8468,2.6009,0.8627,upper_terminal_region
CELL_0498,branch_a_terminal,branch_a,0.7038,2.6261,0.7038,upper_terminal_region
CELL_0138,root_progenitor,root,0.156,-0.4579,-0.0839,left_progenitor_region
CELL_0062,root_progenitor,root,0.0591,0.4041,-0.5158,left_progenitor_region
CELL_0471,branch_a_terminal,branch_a,0.6188,2.6142,0.6438,upper_terminal_region
CELL_0647,branch_a_terminal,branch_a,0.9543,3.1425,1.2265,upper_terminal_region
CELL_0128,root_progenitor,root,0.1073,0.266,-0.2855,left_progenitor_region
CELL_0876,branch_b_terminal,branch_b,0.9492,3.3455,-1.5891,lower_terminal_region
CELL_0520,branch_a_terminal,branch_a,0.7035,2.3222,0.9566,upper_terminal_region
CELL_0064,root_progenitor,root,0.0691,-0.3954,0.369,left_progenitor_region
CELL_0014,root_progenitor,root,0.0198,0.7263,-0.2929,left_progenitor_region
CELL_0156,root_progenitor,root,0.1444,-0.1121,0.1131,left_progenitor_region
CELL_0040,root_progenitor,root,0.0477,0.4318,-0.3835,left_progenitor_region
CELL_0492,branch_a_terminal,branch_a,0.6638,2.1619,1.0064,transition_ring_region
CELL_0379,transition_state,transition,0.4626,0.7598,0.0835,left_progenitor_region
CELL_0187,root_progenitor,root,0.1524,-0.3203,-0.1059,left_progenitor_region
CELL_0763,branch_b_terminal,branch_b,0.7179,3.0007,-1.1922,lower_terminal_region
CELL_0216,root_progenitor,root,0.2053,0.417,-0.2759,left_progenitor_region
CELL_0791,branch_b_terminal,branch_b,0.7815,2.7628,-1.1794,lower_terminal_region
CELL_0052,root_progenitor,root,0.0256,0.4552,0.1827,left_progenitor_region
CELL_0337,transition_state,transition,0.4117,0.4995,0.2453,left_progenitor_region
CELL_0748,branch_b_terminal,branch_b,0.6921,2.4342,-1.0748,lower_terminal_region
CELL_0719,branch_b_terminal,branch_b,0.6278,2.5912,-0.773,lower_terminal_region
CELL_0724,branch_b_terminal,branch_b,0.6132,2.6495,-0.7699,lower_terminal_region
CELL_0295,transition_state,transition,0.3343,0.2792,0.2885,left_progenitor_region
CELL_0701,branch_b_terminal,branch_b,0.5739,1.7101,-0.9478,transition_ring_region
CELL_0251,transition_state,transition,0.2508,0.3977,-0.1143,left_progenitor_region
CELL_0726,branch_b_terminal,branch_b,0.648,2.4181,-0.9325,lower_terminal_region
CELL_0461,branch_a_terminal,branch_a,0.5545,2.33,0.6911,upper_terminal_region
CELL_0455,branch_a_terminal,branch_a,0.5859,2.294,0.8349,upper_terminal_region
CELL_0896,branch_b_terminal,branch_b,0.9939,3.1739,-1.564,lower_terminal_region
CELL_0269,transition_state,transition,0.2959,0.4435,0.0816,left_progenitor_region
CELL_0201,root_progenitor,root,0.2047,0.0672,-0.1549,left_progenitor_region
CELL_0161,root_progenitor,root,0.1362,0.0619,-0.0448,left_progenitor_region
CELL_0555,branch_a_terminal,branch_a,0.8104,2.6925,1.2299,upper_terminal_region
CELL_0729,branch_b_terminal,branch_b,0.6275,2.6224,-0.627,lower_terminal_region
CELL_0401,transition_state,transition,0.5189,0.8523,0.1565,central_transition_region
CELL_0702,branch_b_terminal,branch_b,0.5898,2.3715,-0.9834,lower_terminal_region
CELL_0476,branch_a_terminal,branch_a,0.6141,2.3425,0.9369,upper_terminal_region
CELL_0771,branch_b_terminal,branch_b,0.7417,2.4373,-0.9645,lower_terminal_region
CELL_0105,root_progenitor,root,0.0928,-0.2601,0.1187,left_progenitor_region
CELL_0565,branch_a_terminal,branch_a,0.8138,2.4586,1.2191,upper_terminal_region
CELL_0389,transition_state,transition,0.4571,0.953,-0.2117,central_transition_region
CELL_0001,root_progenitor,root,0.0,0.0441,-0.2711,left_progenitor_region
CELL_0839,branch_b_terminal,branch_b,0.8633,3.1526,-1.0205,lower_terminal_region
CELL_0561,branch_a_terminal,branch_a,0.7901,2.251,0.9885,upper_terminal_region
CELL_0080,root_progenitor,root,0.0799,0.027,0.3274,left_progenitor_region
CELL_0205,root_progenitor,root,0.1865,0.4027,0.6373,left_progenitor_region
CELL_0034,root_progenitor,root,0.0403,-0.073,-0.0259,left_progenitor_region
CELL_0775,branch_b_terminal,branch_b,0.7524,2.5482,-1.2092,lower_terminal_region
CELL_0508,branch_a_terminal,branch_a,0.6978,2.733,1.1197,upper_terminal_region
CELL_0427,branch_a_terminal,branch_a,0.5246,1.8176,0.8289,transition_ring_region
CELL_0454,branch_a_terminal,branch_a,0.575,2.4109,0.5451,upper_terminal_region
CELL_0366,transition_state,transition,0.4548,0.7313,-0.1123,left_progenitor_region
CELL_0091,root_progenitor,root,0.0816,0.2051,-0.0984,left_progenitor_region
CELL_0339,transition_state,transition,0.3898,0.7599,0.2484,left_progenitor_region
CELL_0564,branch_a_terminal,branch_a,0.7925,2.8039,1.3919,upper_terminal_region
CELL_0345,transition_state,transition,0.4236,0.9031,-0.0543,central_transition_region
CELL_0776,branch_b_terminal,branch_b,0.7557,2.7709,-1.2991,lower_terminal_region
CELL_0241,transition_state,transition,0.2463,0.3429,0.3177,left_progenitor_region
CELL_0013,root_progenitor,root,0.0288,-0.2742,0.4592,left_progenitor_region
CELL_0315,transition_state,transition,0.3841,0.3527,-0.0408,left_progenitor_region
CELL_0600,branch_a_terminal,branch_a,0.8666,3.0376,1.083,upper_terminal_region
CELL_0387,transition_state,transition,0.492,1.086,0.3921,central_transition_region
CELL_0273,transition_state,transition,0.293,0.3935,-0.1484,left_progenitor_region
CELL_0166,root_progenitor,root,0.1656,0.0741,0.5088,left_progenitor_region
CELL_0840,branch_b_terminal,branch_b,0.8687,2.713,-1.1095,lower_terminal_region
CELL_0892,branch_b_terminal,branch_b,1.0,2.9029,-1.4718,lower_terminal_region
CELL_0646,branch_a_terminal,branch_a,0.986,2.8139,1.3482,upper_terminal_region
CELL_0818,branch_b_terminal,branch_b,0.8353,2.6647,-1.5774,lower_terminal_region
CELL_0484,branch_a_terminal,branch_a,0.6373,2.4771,1.1716,upper_terminal_region
CELL_0880,branch_b_terminal,branch_b,0.9522,2.8931,-1.5683,lower_terminal_region
CELL_0504,branch_a_terminal,branch_a,0.6602,2.5089,0.8506,upper_terminal_region
CELL_0831,branch_b_terminal,branch_b,0.8687,3.1768,-0.9666,lower_terminal_region
CELL_0243,transition_state,transition,0.2326,0.3084,-0.2554,left_progenitor_region
CELL_0566,branch_a_terminal,branch_a,0.8093,2.8352,1.1538,upper_terminal_region
CELL_0562,branch_a_terminal,branch_a,0.794,2.8844,1.4336,upper_terminal_region
CELL_0686,branch_b_terminal,branch_b,0.553,2.3428,-0.6478,lower_terminal_region
CELL_0189,root_progenitor,root,0.1974,0.0604,-0.4437,left_progenitor_region
CELL_0782,branch_b_terminal,branch_b,0.7445,2.4974,-1.2716,lower_terminal_region
CELL_0699,branch_b_terminal,branch_b,0.5887,2.1937,-0.9443,transition_ring_region
CELL_0475,branch_a_terminal,branch_a,0.6426,2.4714,0.9134,upper_terminal_region
CELL_0681,branch_b_terminal,branch_b,0.5339,2.2023,-0.8399,lower_terminal_region
CELL_0510,branch_a_terminal,branch_a,0.6845,2.2057,0.8217,upper_terminal_region
CELL_0058,root_progenitor,root,0.04,-0.1678,0.078,left_progenitor_region
CELL_0474,branch_a_terminal,branch_a,0.6215,2.3237,0.8554,upper_terminal_region
CELL_0560,branch_a_terminal,branch_a,0.8106,2.9452,1.235,upper_terminal_region
CELL_0856,branch_b_terminal,branch_b,0.9173,2.8974,-1.4543,lower_terminal_region
CELL_0747,branch_b_terminal,branch_b,0.6815,2.3219,-1.2543,lower_terminal_region
CELL_0252,transition_state,transition,0.2706,0.3759,0.3764,left_progenitor_region
CELL_0021,root_progenitor,root,0.009,0.058,-0.1388,left_progenitor_region
CELL_0313,transition_state,transition,0.3943,0.4947,0.1085,left_progenitor_region
CELL_0459,branch_a_terminal,branch_a,0.5671,1.8048,0.9198,transition_ring_region
CELL_0160,root_progenitor,root,0.1316,-0.4216,-0.2066,left_progenitor_region
CELL_0276,transition_state,transition,0.275,0.4527,0.1234,left_progenitor_region
CELL_0191,root_progenitor,root,0.1717,0.3186,-0.1569,left_progenitor_region
CELL_0385,transition_state,transition,0.4906,1.0117,0.2015,central_transition_region
CELL_0805,branch_b_terminal,branch_b,0.8062,2.6534,-0.868,lower_terminal_region
CELL_0413,transition_state,transition,0.5399,0.7357,-0.3615,left_progenitor_region
CELL_0491,branch_a_terminal,branch_a,0.6324,1.9085,1.0783,transition_ring_region
CELL_0343,transition_state,transition,0.4297,0.4006,-0.1589,left_progenitor_region
CELL_0769,branch_b_terminal,branch_b,0.7351,2.8162,-1.1285,lower_terminal_region
CELL_0308,transition_state,transition,0.3492,0.7013,-0.1116,left_progenitor_region
CELL_0661,branch_b_terminal,branch_b,0.4937,2.1033,-0.8993,transition_ring_region
CELL_0130,root_progenitor,root,0.1129,0.0558,0.3583,left_progenitor_region
CELL_0663,branch_b_terminal,branch_b,0.5025,2.1357,-0.6379,transition_ring_region
CELL_0871,branch_b_terminal,branch_b,0.9275,2.8465,-1.5826,lower_terminal_region
CELL_0099,root_progenitor,root,0.0768,-0.0173,0.3384,left_progenitor_region
CELL_0372,transition_state,transition,0.4711,0.5294,-0.1722,left_progenitor_region
CELL_0087,root_progenitor,root,0.0796,0.1755,0.0346,left_progenitor_region
CELL_0458,branch_a_terminal,branch_a,0.5621,2.2426,1.049,upper_terminal_region
CELL_0330,transition_state,transition,0.4194,0.673,-0.0302,left_progenitor_region
CELL_0214,root_progenitor,root,0.1905,0.0411,-0.0976,left_progenitor_region
CELL_0466,branch_a_terminal,branch_a,0.5813,2.2441,0.726,upper_terminal_region
CELL_0121,root_progenitor,root,0.1132,-0.3974,-0.5182,left_progenitor_region
CELL_0614,branch_a_terminal,branch_a,0.9279,2.7291,1.5004,upper_terminal_region
CELL_0020,root_progenitor,root,0.0155,-0.0595,-0.0666,left_progenitor_region
CELL_0700,branch_b_terminal,branch_b,0.5839,2.1865,-1.0539,transition_ring_region
CELL_0071,root_progenitor,root,0.0478,0.25,-0.2646,left_progenitor_region
CELL_0106,root_progenitor,root,0.0826,-0.0328,-0.4577,left_progenitor_region
CELL_0270,transition_state,transition,0.2877,0.7226,0.0262,left_progenitor_region
CELL_0860,branch_b_terminal,branch_b,0.9502,2.9536,-1.562,lower_terminal_region
CELL_0435,branch_a_terminal,branch_a,0.5317,2.2809,0.8595,upper_terminal_region
CELL_0102,root_progenitor,root,0.0878,-0.222,-0.0895,left_progenitor_region
